"Month","Sex","Employment_status","Main_occupation","Count"
"3549",2014 Feb,"Males","Part time","Managers",65.73002388
"3550",2014 Feb,"Males","Part time","Professionals",135.6525819
"3551",2014 Feb,"Males","Part time","Sales Workers",197.0439509
"3552",2014 Feb,"Males","Part time","Technicians and Trades Workers",131.76907656
"3553",2014 May,"Females","Full time","Clerical and Administrative Workers",655.47040693
"3554",2014 May,"Females","Full time","Community and Personal Service Workers",317.83244446
"3555",2014 May,"Females","Full time","Labourers",138.52724831
"3556",2014 May,"Females","Full time","Machinery Operators and Drivers",47.65376907
"3557",2014 May,"Females","Full time","Managers",401.08610798
"3558",2014 May,"Females","Full time","Professionals",865.95639148
"3559",2014 May,"Females","Full time","Sales Workers",309.73064226
"3560",2014 May,"Females","Full time","Technicians and Trades Workers",131.15595507
"3561",2014 May,"Females","Part time","Clerical and Administrative Workers",447.21078504
"3562",2014 May,"Females","Part time","Community and Personal Service Workers",488.20923054
"3563",2014 May,"Females","Part time","Labourers",263.70659151
"3564",2014 May,"Females","Part time","Machinery Operators and Drivers",21.11977594
"3565",2014 May,"Females","Part time","Managers",125.48712016
"3566",2014 May,"Females","Part time","Professionals",497.89579019
"3567",2014 May,"Females","Part time","Sales Workers",512.85136099
"3568",2014 May,"Females","Part time","Technicians and Trades Workers",96.55158413
"3569",2014 May,"Males","Full time","Clerical and Administrative Workers",212.89091641
"3570",2014 May,"Males","Full time","Community and Personal Service Workers",223.77000829
"3571",2014 May,"Males","Full time","Labourers",489.39414449
"3572",2014 May,"Males","Full time","Machinery Operators and Drivers",586.43199446
"3573",2014 May,"Males","Full time","Managers",895.59295376
"3574",2014 May,"Males","Full time","Professionals",1060.12470477
"3575",2014 May,"Males","Full time","Sales Workers",387.74589327
"3576",2014 May,"Males","Full time","Technicians and Trades Workers",1299.42216846
"3577",2014 May,"Males","Part time","Clerical and Administrative Workers",44.51684742
"3578",2014 May,"Males","Part time","Community and Personal Service Workers",138.10340753
"3579",2014 May,"Males","Part time","Labourers",269.13427702
"3580",2014 May,"Males","Part time","Machinery Operators and Drivers",83.95760237
"3581",2014 May,"Males","Part time","Managers",68.90465979
"3582",2014 May,"Males","Part time","Professionals",151.74660998
"3583",2014 May,"Males","Part time","Sales Workers",181.8121552
"3584",2014 May,"Males","Part time","Technicians and Trades Workers",139.35521584
"3585",2014 Aug,"Females","Full time","Clerical and Administrative Workers",605.241345
"3586",2014 Aug,"Females","Full time","Community and Personal Service Workers",311.97777453
"3587",2014 Aug,"Females","Full time","Labourers",129.51701769
"3588",2014 Aug,"Females","Full time","Machinery Operators and Drivers",45.11175976
"3589",2014 Aug,"Females","Full time","Managers",423.77700427
"3590",2014 Aug,"Females","Full time","Professionals",864.63749287
"3591",2014 Aug,"Females","Full time","Sales Workers",325.21585783
"3592",2014 Aug,"Females","Full time","Technicians and Trades Workers",138.11036291
"3593",2014 Aug,"Females","Part time","Clerical and Administrative Workers",483.35185378
"3594",2014 Aug,"Females","Part time","Community and Personal Service Workers",476.77257143
"3595",2014 Aug,"Females","Part time","Labourers",249.88667477
"3596",2014 Aug,"Females","Part time","Machinery Operators and Drivers",20.14582704
"3597",2014 Aug,"Females","Part time","Managers",128.56968117
"3598",2014 Aug,"Females","Part time","Professionals",523.6127423
"3599",2014 Aug,"Females","Part time","Sales Workers",521.47682414
"3600",2014 Aug,"Females","Part time","Technicians and Trades Workers",100.02898676
"3601",2014 Aug,"Males","Full time","Clerical and Administrative Workers",203.4463651
"3602",2014 Aug,"Males","Full time","Community and Personal Service Workers",218.34292071
"3603",2014 Aug,"Males","Full time","Labourers",453.30784022
"3604",2014 Aug,"Males","Full time","Machinery Operators and Drivers",586.23459934
"3605",2014 Aug,"Males","Full time","Managers",923.62168283
"3606",2014 Aug,"Males","Full time","Professionals",1062.18492554
"3607",2014 Aug,"Males","Full time","Sales Workers",381.42724398
"3608",2014 Aug,"Males","Full time","Technicians and Trades Workers",1292.08165416
"3609",2014 Aug,"Males","Part time","Clerical and Administrative Workers",37.15642911
"3610",2014 Aug,"Males","Part time","Community and Personal Service Workers",132.24845209
"3611",2014 Aug,"Males","Part time","Labourers",267.52750784
"3612",2014 Aug,"Males","Part time","Machinery Operators and Drivers",90.28039182
"3613",2014 Aug,"Males","Part time","Managers",69.8275829
"3614",2014 Aug,"Males","Part time","Professionals",162.14356002
"3615",2014 Aug,"Males","Part time","Sales Workers",189.75562811
"3616",2014 Aug,"Males","Part time","Technicians and Trades Workers",155.74297153
"3617",2014 Nov,"Females","Full time","Clerical and Administrative Workers",598.01533181
"3618",2014 Nov,"Females","Full time","Community and Personal Service Workers",310.34522725
"3619",2014 Nov,"Females","Full time","Labourers",139.42295159
"3620",2014 Nov,"Females","Full time","Machinery Operators and Drivers",47.88207783
"3621",2014 Nov,"Females","Full time","Managers",410.36179246
"3622",2014 Nov,"Females","Full time","Professionals",874.11445144
"3623",2014 Nov,"Females","Full time","Sales Workers",311.56376831
"3624",2014 Nov,"Females","Full time","Technicians and Trades Workers",133.96652026
"3625",2014 Nov,"Females","Part time","Clerical and Administrative Workers",467.35304203
"3626",2014 Nov,"Females","Part time","Community and Personal Service Workers",489.82795595
"3627",2014 Nov,"Females","Part time","Labourers",263.80338978
"3628",2014 Nov,"Females","Part time","Machinery Operators and Drivers",26.48183954
"3629",2014 Nov,"Females","Part time","Managers",119.03013178
"3630",2014 Nov,"Females","Part time","Professionals",513.50369234
"3631",2014 Nov,"Females","Part time","Sales Workers",516.37963728
"3632",2014 Nov,"Females","Part time","Technicians and Trades Workers",99.92040911
"3633",2014 Nov,"Males","Full time","Clerical and Administrative Workers",209.12126459
"3634",2014 Nov,"Males","Full time","Community and Personal Service Workers",209.05627853
"3635",2014 Nov,"Males","Full time","Labourers",470.72578408
"3636",2014 Nov,"Males","Full time","Machinery Operators and Drivers",586.76913134
"3637",2014 Nov,"Males","Full time","Managers",916.10526175
"3638",2014 Nov,"Males","Full time","Professionals",1068.55820737
"3639",2014 Nov,"Males","Full time","Sales Workers",399.28656474
"3640",2014 Nov,"Males","Full time","Technicians and Trades Workers",1327.47512993
"3641",2014 Nov,"Males","Part time","Clerical and Administrative Workers",33.38599501
"3642",2014 Nov,"Males","Part time","Community and Personal Service Workers",138.32253671
"3643",2014 Nov,"Males","Part time","Labourers",242.14547412
"3644",2014 Nov,"Males","Part time","Machinery Operators and Drivers",96.54140051
"3645",2014 Nov,"Males","Part time","Managers",68.50173115
"3646",2014 Nov,"Males","Part time","Professionals",164.76675055
"3647",2014 Nov,"Males","Part time","Sales Workers",189.61003699
"3648",2014 Nov,"Males","Part time","Technicians and Trades Workers",139.38193793
"3649",2015 Feb,"Females","Full time","Clerical and Administrative Workers",606.27862466
"3650",2015 Feb,"Females","Full time","Community and Personal Service Workers",313.27800105
"3651",2015 Feb,"Females","Full time","Labourers",124.35049042
"3652",2015 Feb,"Females","Full time","Machinery Operators and Drivers",49.1498791
"3653",2015 Feb,"Females","Full time","Managers",440.19006082
"3654",2015 Feb,"Females","Full time","Professionals",914.21190695
"3655",2015 Feb,"Females","Full time","Sales Workers",314.66378916
"3656",2015 Feb,"Females","Full time","Technicians and Trades Workers",140.84626406
"3657",2015 Feb,"Females","Part time","Clerical and Administrative Workers",472.02125851
"3658",2015 Feb,"Females","Part time","Community and Personal Service Workers",505.03031063
"3659",2015 Feb,"Females","Part time","Labourers",262.65120471
"3660",2015 Feb,"Females","Part time","Machinery Operators and Drivers",23.82597677
"3661",2015 Feb,"Females","Part time","Managers",121.27180869
"3662",2015 Feb,"Females","Part time","Professionals",504.90864568
"3663",2015 Feb,"Females","Part time","Sales Workers",492.05943686
"3664",2015 Feb,"Females","Part time","Technicians and Trades Workers",105.28829741
"3665",2015 Feb,"Males","Full time","Clerical and Administrative Workers",215.20176618
"3666",2015 Feb,"Males","Full time","Community and Personal Service Workers",239.11980119
"3667",2015 Feb,"Males","Full time","Labourers",476.48742682
"3668",2015 Feb,"Males","Full time","Machinery Operators and Drivers",586.14750701
"3669",2015 Feb,"Males","Full time","Managers",925.36031125
"3670",2015 Feb,"Males","Full time","Professionals",1071.72736938
"3671",2015 Feb,"Males","Full time","Sales Workers",399.39677498
"3672",2015 Feb,"Males","Full time","Technicians and Trades Workers",1336.36512914
"3673",2015 Feb,"Males","Part time","Clerical and Administrative Workers",43.43859009
"3674",2015 Feb,"Males","Part time","Community and Personal Service Workers",142.92398595
"3675",2015 Feb,"Males","Part time","Labourers",265.61203039
"3676",2015 Feb,"Males","Part time","Machinery Operators and Drivers",83.37702141
"3677",2015 Feb,"Males","Part time","Managers",65.96082343
"3678",2015 Feb,"Males","Part time","Professionals",164.83729024
"3679",2015 Feb,"Males","Part time","Sales Workers",193.06461875
"3680",2015 Feb,"Males","Part time","Technicians and Trades Workers",125.08591532
"3681",2015 May,"Females","Full time","Clerical and Administrative Workers",584.05313509
"3682",2015 May,"Females","Full time","Community and Personal Service Workers",303.23694913
"3683",2015 May,"Females","Full time","Labourers",136.72536292
"3684",2015 May,"Females","Full time","Machinery Operators and Drivers",46.45705066
"3685",2015 May,"Females","Full time","Managers",440.75497786
"3686",2015 May,"Females","Full time","Professionals",930.99710839
"3687",2015 May,"Females","Full time","Sales Workers",326.93774106
"3688",2015 May,"Females","Full time","Technicians and Trades Workers",141.3984566
"3689",2015 May,"Females","Part time","Clerical and Administrative Workers",470.74384349
"3690",2015 May,"Females","Part time","Community and Personal Service Workers",504.68795429
"3691",2015 May,"Females","Part time","Labourers",245.49220007
"3692",2015 May,"Females","Part time","Machinery Operators and Drivers",24.63607721
"3693",2015 May,"Females","Part time","Managers",121.64925598
"3694",2015 May,"Females","Part time","Professionals",554.89975438
"3695",2015 May,"Females","Part time","Sales Workers",493.56711757
"3696",2015 May,"Females","Part time","Technicians and Trades Workers",111.90446013
"3697",2015 May,"Males","Full time","Clerical and Administrative Workers",209.58837886
"3698",2015 May,"Males","Full time","Community and Personal Service Workers",232.08345644
"3699",2015 May,"Males","Full time","Labourers",461.52989427
"3700",2015 May,"Males","Full time","Machinery Operators and Drivers",603.54927292
"3701",2015 May,"Males","Full time","Managers",882.14838716
"3702",2015 May,"Males","Full time","Professionals",1065.96218334
"3703",2015 May,"Males","Full time","Sales Workers",415.15391592
"3704",2015 May,"Males","Full time","Technicians and Trades Workers",1328.51796697
"3705",2015 May,"Males","Part time","Clerical and Administrative Workers",35.48251883
"3706",2015 May,"Males","Part time","Community and Personal Service Workers",143.83859583
"3707",2015 May,"Males","Part time","Labourers",293.61628432
"3708",2015 May,"Males","Part time","Machinery Operators and Drivers",96.49779073
"3709",2015 May,"Males","Part time","Managers",66.54921248
"3710",2015 May,"Males","Part time","Professionals",165.56641154
"3711",2015 May,"Males","Part time","Sales Workers",209.04179224
"3712",2015 May,"Males","Part time","Technicians and Trades Workers",134.17342469
"3713",2015 Aug,"Females","Full time","Clerical and Administrative Workers",591.33040789
"3714",2015 Aug,"Females","Full time","Community and Personal Service Workers",301.84200736
"3715",2015 Aug,"Females","Full time","Labourers",129.00808935
"3716",2015 Aug,"Females","Full time","Machinery Operators and Drivers",58.35123232
"3717",2015 Aug,"Females","Full time","Managers",447.94022324
"3718",2015 Aug,"Females","Full time","Professionals",903.81122775
"3719",2015 Aug,"Females","Full time","Sales Workers",313.65883871
"3720",2015 Aug,"Females","Full time","Technicians and Trades Workers",140.76757599
"3721",2015 Aug,"Females","Part time","Clerical and Administrative Workers",464.31684043
"3722",2015 Aug,"Females","Part time","Community and Personal Service Workers",520.12943681
"3723",2015 Aug,"Females","Part time","Labourers",237.8839439
"3724",2015 Aug,"Females","Part time","Machinery Operators and Drivers",15.80894048
"3725",2015 Aug,"Females","Part time","Managers",125.86358694
"3726",2015 Aug,"Females","Part time","Professionals",553.2303464
"3727",2015 Aug,"Females","Part time","Sales Workers",514.32831317
"3728",2015 Aug,"Females","Part time","Technicians and Trades Workers",107.88099348
"3729",2015 Aug,"Males","Full time","Clerical and Administrative Workers",199.56749632
"3730",2015 Aug,"Males","Full time","Community and Personal Service Workers",243.02261032
"3731",2015 Aug,"Males","Full time","Labourers",461.47063773
"3732",2015 Aug,"Males","Full time","Machinery Operators and Drivers",558.78451588
"3733",2015 Aug,"Males","Full time","Managers",896.74225574
"3734",2015 Aug,"Males","Full time","Professionals",1088.51604616
"3735",2015 Aug,"Males","Full time","Sales Workers",404.52625742
"3736",2015 Aug,"Males","Full time","Technicians and Trades Workers",1312.41193022
"3737",2015 Aug,"Males","Part time","Clerical and Administrative Workers",44.71994931
"3738",2015 Aug,"Males","Part time","Community and Personal Service Workers",154.01364025
"3739",2015 Aug,"Males","Part time","Labourers",262.60066034
"3740",2015 Aug,"Males","Part time","Machinery Operators and Drivers",95.72591092
"3741",2015 Aug,"Males","Part time","Managers",63.65671356
"3742",2015 Aug,"Males","Part time","Professionals",166.10649798
"3743",2015 Aug,"Males","Part time","Sales Workers",181.45913352
"3744",2015 Aug,"Males","Part time","Technicians and Trades Workers",143.15499501
"3745",2015 Nov,"Females","Full time","Clerical and Administrative Workers",628.44215188
"3746",2015 Nov,"Females","Full time","Community and Personal Service Workers",324.28989847
"3747",2015 Nov,"Females","Full time","Labourers",122.49691299
"3748",2015 Nov,"Females","Full time","Machinery Operators and Drivers",53.2367212
"3749",2015 Nov,"Females","Full time","Managers",420.3634419
"3750",2015 Nov,"Females","Full time","Professionals",939.01148964
"3751",2015 Nov,"Females","Full time","Sales Workers",339.88417686
"3752",2015 Nov,"Females","Full time","Technicians and Trades Workers",154.35675423
"3753",2015 Nov,"Females","Part time","Clerical and Administrative Workers",462.42187079
"3754",2015 Nov,"Females","Part time","Community and Personal Service Workers",536.06588524
"3755",2015 Nov,"Females","Part time","Labourers",240.15846433
"3756",2015 Nov,"Females","Part time","Machinery Operators and Drivers",20.73609509
"3757",2015 Nov,"Females","Part time","Managers",133.62365267
"3758",2015 Nov,"Females","Part time","Professionals",547.97670744
"3759",2015 Nov,"Females","Part time","Sales Workers",534.75373994
"3760",2015 Nov,"Females","Part time","Technicians and Trades Workers",103.75229606
"3761",2015 Nov,"Males","Full time","Clerical and Administrative Workers",204.90354134
"3762",2015 Nov,"Males","Full time","Community and Personal Service Workers",223.9614037
"3763",2015 Nov,"Males","Full time","Labourers",492.97111431
"3764",2015 Nov,"Males","Full time","Machinery Operators and Drivers",567.95251834
"3765",2015 Nov,"Males","Full time","Managers",908.96638654
"3766",2015 Nov,"Males","Full time","Professionals",1088.75616123
"3767",2015 Nov,"Males","Full time","Sales Workers",404.85486599
"3768",2015 Nov,"Males","Full time","Technicians and Trades Workers",1346.66753052
"3769",2015 Nov,"Males","Part time","Clerical and Administrative Workers",35.15898136
"3770",2015 Nov,"Males","Part time","Community and Personal Service Workers",159.8633588
"3771",2015 Nov,"Males","Part time","Labourers",265.7049979
"3772",2015 Nov,"Males","Part time","Machinery Operators and Drivers",83.71337428
"3773",2015 Nov,"Males","Part time","Managers",79.43735617
"3774",2015 Nov,"Males","Part time","Professionals",175.27131953
"3775",2015 Nov,"Males","Part time","Sales Workers",202.12405613
"3776",2015 Nov,"Males","Part time","Technicians and Trades Workers",133.38909498
"3777",2016 Feb,"Females","Full time","Clerical and Administrative Workers",622.95741114
"3778",2016 Feb,"Females","Full time","Community and Personal Service Workers",314.16016224
"3779",2016 Feb,"Females","Full time","Labourers",139.73051689
"3780",2016 Feb,"Females","Full time","Machinery Operators and Drivers",45.4116907
"3781",2016 Feb,"Females","Full time","Managers",419.47672653
"3782",2016 Feb,"Females","Full time","Professionals",982.75791033
"3783",2016 Feb,"Females","Full time","Sales Workers",332.91081967
"3784",2016 Feb,"Females","Full time","Technicians and Trades Workers",155.5680668
"3785",2016 Feb,"Females","Part time","Clerical and Administrative Workers",487.48254764
"3786",2016 Feb,"Females","Part time","Community and Personal Service Workers",532.94616042
"3787",2016 Feb,"Females","Part time","Labourers",239.42188189
"3788",2016 Feb,"Females","Part time","Machinery Operators and Drivers",20.00526977
"3789",2016 Feb,"Females","Part time","Managers",131.8589599
"3790",2016 Feb,"Females","Part time","Professionals",506.60431775
"3791",2016 Feb,"Females","Part time","Sales Workers",526.01680542
"3792",2016 Feb,"Females","Part time","Technicians and Trades Workers",100.25130213
"3793",2016 Feb,"Males","Full time","Clerical and Administrative Workers",206.44870095
"3794",2016 Feb,"Males","Full time","Community and Personal Service Workers",232.39678258
"3795",2016 Feb,"Males","Full time","Labourers",498.85457244
"3796",2016 Feb,"Males","Full time","Machinery Operators and Drivers",559.59071799
"3797",2016 Feb,"Males","Full time","Managers",932.2608827
"3798",2016 Feb,"Males","Full time","Professionals",1094.41176509
"3799",2016 Feb,"Males","Full time","Sales Workers",422.94078493
"3800",2016 Feb,"Males","Full time","Technicians and Trades Workers",1336.07470184
"3801",2016 Feb,"Males","Part time","Clerical and Administrative Workers",32.60628495
"3802",2016 Feb,"Males","Part time","Community and Personal Service Workers",151.22437853
"3803",2016 Feb,"Males","Part time","Labourers",284.25509484
"3804",2016 Feb,"Males","Part time","Machinery Operators and Drivers",89.90797579
"3805",2016 Feb,"Males","Part time","Managers",74.20801681
"3806",2016 Feb,"Males","Part time","Professionals",155.40006346
"3807",2016 Feb,"Males","Part time","Sales Workers",212.62151042
"3808",2016 Feb,"Males","Part time","Technicians and Trades Workers",135.1312523
"3809",2016 May,"Females","Full time","Clerical and Administrative Workers",613.41226323
"3810",2016 May,"Females","Full time","Community and Personal Service Workers",344.770188
"3811",2016 May,"Females","Full time","Labourers",127.83730407
"3812",2016 May,"Females","Full time","Machinery Operators and Drivers",46.13652774
"3813",2016 May,"Females","Full time","Managers",426.02448306
"3814",2016 May,"Females","Full time","Professionals",944.00997288
"3815",2016 May,"Females","Full time","Sales Workers",334.2667638
"3816",2016 May,"Females","Full time","Technicians and Trades Workers",139.7359275
"3817",2016 May,"Females","Part time","Clerical and Administrative Workers",477.30766511
"3818",2016 May,"Females","Part time","Community and Personal Service Workers",547.43098459
"3819",2016 May,"Females","Part time","Labourers",242.58586507
"3820",2016 May,"Females","Part time","Machinery Operators and Drivers",28.79628387
"3821",2016 May,"Females","Part time","Managers",127.02317227
"3822",2016 May,"Females","Part time","Professionals",539.61745027
"3823",2016 May,"Females","Part time","Sales Workers",535.33968888
"3824",2016 May,"Females","Part time","Technicians and Trades Workers",104.8513955
"3825",2016 May,"Males","Full time","Clerical and Administrative Workers",232.11684365
"3826",2016 May,"Males","Full time","Community and Personal Service Workers",255.90137518
"3827",2016 May,"Males","Full time","Labourers",472.99352446
"3828",2016 May,"Males","Full time","Machinery Operators and Drivers",579.57021133
"3829",2016 May,"Males","Full time","Managers",913.26887564
"3830",2016 May,"Males","Full time","Professionals",1090.58981141
"3831",2016 May,"Males","Full time","Sales Workers",390.03045811
"3832",2016 May,"Males","Full time","Technicians and Trades Workers",1260.11575532
"3833",2016 May,"Males","Part time","Clerical and Administrative Workers",40.9185682
"3834",2016 May,"Males","Part time","Community and Personal Service Workers",153.16123352
"3835",2016 May,"Males","Part time","Labourers",301.86702653
"3836",2016 May,"Males","Part time","Machinery Operators and Drivers",111.7507393
"3837",2016 May,"Males","Part time","Managers",71.99372891
"3838",2016 May,"Males","Part time","Professionals",182.82364433
"3839",2016 May,"Males","Part time","Sales Workers",210.19239721
"3840",2016 May,"Males","Part time","Technicians and Trades Workers",153.50929059
"3841",2016 Aug,"Females","Full time","Clerical and Administrative Workers",596.88044
"3842",2016 Aug,"Females","Full time","Community and Personal Service Workers",328.35835417
"3843",2016 Aug,"Females","Full time","Labourers",127.71771769
"3844",2016 Aug,"Females","Full time","Machinery Operators and Drivers",42.32997446
"3845",2016 Aug,"Females","Full time","Managers",409.8647559
"3846",2016 Aug,"Females","Full time","Professionals",976.22632832
"3847",2016 Aug,"Females","Full time","Sales Workers",317.29094741
"3848",2016 Aug,"Females","Full time","Technicians and Trades Workers",141.49148708
"3849",2016 Aug,"Females","Part time","Clerical and Administrative Workers",478.93413442
"3850",2016 Aug,"Females","Part time","Community and Personal Service Workers",550.23046498
"3851",2016 Aug,"Females","Part time","Labourers",257.35639455
"3852",2016 Aug,"Females","Part time","Machinery Operators and Drivers",26.19850277
"3853",2016 Aug,"Females","Part time","Managers",127.05613597
"3854",2016 Aug,"Females","Part time","Professionals",556.98978844
"3855",2016 Aug,"Females","Part time","Sales Workers",491.75692618
"3856",2016 Aug,"Females","Part time","Technicians and Trades Workers",110.521439
"3857",2016 Aug,"Males","Full time","Clerical and Administrative Workers",215.95532145
"3858",2016 Aug,"Males","Full time","Community and Personal Service Workers",237.50103818
"3859",2016 Aug,"Males","Full time","Labourers",494.403161
"3860",2016 Aug,"Males","Full time","Machinery Operators and Drivers",580.57858113
"3861",2016 Aug,"Males","Full time","Managers",893.47697149
"3862",2016 Aug,"Males","Full time","Professionals",1093.29757076
"3863",2016 Aug,"Males","Full time","Sales Workers",391.11623117
"3864",2016 Aug,"Males","Full time","Technicians and Trades Workers",1258.28351736
"3865",2016 Aug,"Males","Part time","Clerical and Administrative Workers",44.85628264
"3866",2016 Aug,"Males","Part time","Community and Personal Service Workers",160.58783456
"3867",2016 Aug,"Males","Part time","Labourers",290.80102706
"3868",2016 Aug,"Males","Part time","Machinery Operators and Drivers",105.06257053
"3869",2016 Aug,"Males","Part time","Managers",72.78192315
"3870",2016 Aug,"Males","Part time","Professionals",179.04455144
"3871",2016 Aug,"Males","Part time","Sales Workers",203.35952922
"3872",2016 Aug,"Males","Part time","Technicians and Trades Workers",144.39902434
"3873",2016 Nov,"Females","Full time","Clerical and Administrative Workers",610.15950873
"3874",2016 Nov,"Females","Full time","Community and Personal Service Workers",324.05476784
"3875",2016 Nov,"Females","Full time","Labourers",135.05471151
"3876",2016 Nov,"Females","Full time","Machinery Operators and Drivers",55.1035753
"3877",2016 Nov,"Females","Full time","Managers",436.68811348
"3878",2016 Nov,"Females","Full time","Professionals",965.35258543
"3879",2016 Nov,"Females","Full time","Sales Workers",320.71624426
"3880",2016 Nov,"Females","Full time","Technicians and Trades Workers",143.10431477
"3881",2016 Nov,"Females","Part time","Clerical and Administrative Workers",488.08297199
"3882",2016 Nov,"Females","Part time","Community and Personal Service Workers",560.33932231
"3883",2016 Nov,"Females","Part time","Labourers",251.62169973
"3884",2016 Nov,"Females","Part time","Machinery Operators and Drivers",31.99760658
"3885",2016 Nov,"Females","Part time","Managers",125.12463101
"3886",2016 Nov,"Females","Part time","Professionals",572.44600425
"3887",2016 Nov,"Females","Part time","Sales Workers",497.66966889
"3888",2016 Nov,"Females","Part time","Technicians and Trades Workers",110.37641658
"3889",2016 Nov,"Males","Full time","Clerical and Administrative Workers",200.01707411
"3890",2016 Nov,"Males","Full time","Community and Personal Service Workers",244.14045689
"3891",2016 Nov,"Males","Full time","Labourers",503.26694924
"3892",2016 Nov,"Males","Full time","Machinery Operators and Drivers",577.22125819
"3893",2016 Nov,"Males","Full time","Managers",922.4892819
"3894",2016 Nov,"Males","Full time","Professionals",1095.3197466
"3895",2016 Nov,"Males","Full time","Sales Workers",408.11991316
"3896",2016 Nov,"Males","Full time","Technicians and Trades Workers",1285.27528945
"3897",2016 Nov,"Males","Part time","Clerical and Administrative Workers",43.44415909
"3898",2016 Nov,"Males","Part time","Community and Personal Service Workers",132.24284792
"3899",2016 Nov,"Males","Part time","Labourers",282.92126561
"3900",2016 Nov,"Males","Part time","Machinery Operators and Drivers",111.60231208
"3901",2016 Nov,"Males","Part time","Managers",85.419869
"3902",2016 Nov,"Males","Part time","Professionals",179.539097
"3903",2016 Nov,"Males","Part time","Sales Workers",201.73860924
"3904",2016 Nov,"Males","Part time","Technicians and Trades Workers",153.35631021
"3905",2017 Feb,"Females","Full time","Clerical and Administrative Workers",602.81280102
"3906",2017 Feb,"Females","Full time","Community and Personal Service Workers",329.11188498
"3907",2017 Feb,"Females","Full time","Labourers",137.07897548
"3908",2017 Feb,"Females","Full time","Machinery Operators and Drivers",38.31945351
"3909",2017 Feb,"Females","Full time","Managers",440.36421749
"3910",2017 Feb,"Females","Full time","Professionals",1014.67324639
"3911",2017 Feb,"Females","Full time","Sales Workers",304.00804335
"3912",2017 Feb,"Females","Full time","Technicians and Trades Workers",125.87232459
"3913",2017 Feb,"Females","Part time","Clerical and Administrative Workers",500.23074866
"3914",2017 Feb,"Females","Part time","Community and Personal Service Workers",518.77265143
"3915",2017 Feb,"Females","Part time","Labourers",282.50328345
"3916",2017 Feb,"Females","Part time","Machinery Operators and Drivers",27.69512568
"3917",2017 Feb,"Females","Part time","Managers",138.18889346
"3918",2017 Feb,"Females","Part time","Professionals",563.57520456
"3919",2017 Feb,"Females","Part time","Sales Workers",499.34229823
"3920",2017 Feb,"Females","Part time","Technicians and Trades Workers",100.30513389
"3921",2017 Feb,"Males","Full time","Clerical and Administrative Workers",207.62382005
"3922",2017 Feb,"Males","Full time","Community and Personal Service Workers",248.3385459
"3923",2017 Feb,"Males","Full time","Labourers",511.52030252
"3924",2017 Feb,"Males","Full time","Machinery Operators and Drivers",585.35555373
"3925",2017 Feb,"Males","Full time","Managers",907.53472271
"3926",2017 Feb,"Males","Full time","Professionals",1138.86534595
"3927",2017 Feb,"Males","Full time","Sales Workers",408.98244523
"3928",2017 Feb,"Males","Full time","Technicians and Trades Workers",1290.60713919
"3929",2017 Feb,"Males","Part time","Clerical and Administrative Workers",39.12534755
"3930",2017 Feb,"Males","Part time","Community and Personal Service Workers",148.08238355
"3931",2017 Feb,"Males","Part time","Labourers",296.95707076
"3932",2017 Feb,"Males","Part time","Machinery Operators and Drivers",92.09332017
"3933",2017 Feb,"Males","Part time","Managers",82.55924063
"3934",2017 Feb,"Males","Part time","Professionals",170.50468501
"3935",2017 Feb,"Males","Part time","Sales Workers",196.65777919
"3936",2017 Feb,"Males","Part time","Technicians and Trades Workers",155.67115078
"3937",2017 May,"Females","Full time","Clerical and Administrative Workers",586.79070002
"3938",2017 May,"Females","Full time","Community and Personal Service Workers",328.65823528
"3939",2017 May,"Females","Full time","Labourers",163.59055608
"3940",2017 May,"Females","Full time","Machinery Operators and Drivers",40.90872267
"3941",2017 May,"Females","Full time","Managers",445.16633185
"3942",2017 May,"Females","Full time","Professionals",1002.12786457
"3943",2017 May,"Females","Full time","Sales Workers",322.90129666
"3944",2017 May,"Females","Full time","Technicians and Trades Workers",138.7875639
"3945",2017 May,"Females","Part time","Clerical and Administrative Workers",471.28385987
"3946",2017 May,"Females","Part time","Community and Personal Service Workers",581.15068586
"3947",2017 May,"Females","Part time","Labourers",273.32893103
"3948",2017 May,"Females","Part time","Machinery Operators and Drivers",27.16267793
"3949",2017 May,"Females","Part time","Managers",126.67000167
"3950",2017 May,"Females","Part time","Professionals",599.18179862
"3951",2017 May,"Females","Part time","Sales Workers",512.96634233
"3952",2017 May,"Females","Part time","Technicians and Trades Workers",97.27039808
"3953",2017 May,"Males","Full time","Clerical and Administrative Workers",194.79577706
"3954",2017 May,"Males","Full time","Community and Personal Service Workers",243.15917911
"3955",2017 May,"Males","Full time","Labourers",508.12997678
"3956",2017 May,"Males","Full time","Machinery Operators and Drivers",604.82669927
"3957",2017 May,"Males","Full time","Managers",870.71980656
"3958",2017 May,"Males","Full time","Professionals",1152.49831458
"3959",2017 May,"Males","Full time","Sales Workers",394.64278219
"3960",2017 May,"Males","Full time","Technicians and Trades Workers",1335.60829755
"3961",2017 May,"Males","Part time","Clerical and Administrative Workers",49.75251568
"3962",2017 May,"Males","Part time","Community and Personal Service Workers",161.02993246
"3963",2017 May,"Males","Part time","Labourers",300.08281749
"3964",2017 May,"Males","Part time","Machinery Operators and Drivers",99.61544496
"3965",2017 May,"Males","Part time","Managers",78.19542231
"3966",2017 May,"Males","Part time","Professionals",193.05188229
"3967",2017 May,"Males","Part time","Sales Workers",193.42264361
